TransactionID,CustomerID,ProductID,TransactionDate,Quantity,Price
T00485,C0184,P087,2024-05-13 14:33:44,1,290.17
T00488,C0034,P087,2024-10-21 12:47:53,2,290.17
T00497,C0053,P087,2024-06-21 02:02:45,4,290.17
T00684,C0102,P087,2024-07-17 07:26:30,1,290.17
T00846,C0134,P087,2024-11-10 10:56:19,4,290.17
T00875,C0086,P087,2024-09-26 23:20:59,2,290.17
T00880,C0036,P087,2024-11-02 12:20:39,3,290.17
T00953,C0056,P087,2024-03-07 21:09:48,2,290.17
T00006,C0076,P053,2024-12-01 20:44:37,3,274.94
T00010,C0194,P053,2024-03-14 11:55:39,1,274.94
T00175,C0146,P053,2024-12-18 18:28:33,3,274.94
T00269,C0124,P053,2024-02-06 16:22:41,4,274.94
T00293,C0053,P053,2024-07-11 15:32:56,3,274.94
T00568,C0065,P053,2024-09-18 05:00:38,1,274.94
T00602,C0024,P053,2024-04-26 11:26:53,1,274.94
T00744,C0004,P053,2024-03-11 09:25:22,4,274.94
T00952,C0139,P053,2024-10-06 06:02:45,1,274.94
T00968,C0133,P053,2024-12-05 17:47:19,4,274.94
T00007,C0173,P023,2024-05-06 18:05:22,4,454.53
T00089,C0076,P023,2024-06-19 23:01:44,1,454.53
T00158,C0012,P023,2024-05-30 03:34:49,2,454.53
T00349,C0184,P023,2024-04-18 14:56:50,1,454.53
T00455,C0128,P023,2024-01-08 16:14:35,1,454.53
T00501,C0158,P023,2024-09-04 16:19:42,3,454.53
T00721,C0012,P023,2024-12-08 09:46:41,3,454.53
T00749,C0133,P023,2024-06-20 19:04:58,2,454.53
T00997,C0164,P023,2024-11-01 23:04:56,4,454.53
T00008,C0067,P069,2024-10-17 00:45:17,1,100.81
T00035,C0142,P069,2024-08-20 15:26:04,2,100.81
T00140,C0121,P069,2024-03-18 09:16:33,2,100.81
T00187,C0032,P069,2024-02-24 09:30:35,1,100.81
T00194,C0063,P069,2024-09-28 06:07:52,1,100.81
T00228,C0113,P069,2024-04-21 19:52:01,2,100.81
T00232,C0136,P069,2024-11-10 22:04:36,3,100.81
T00355,C0017,P069,2024-01-12 20:20:37,2,100.81
T00448,C0194,P069,2024-10-22 08:13:50,2,100.81
T00561,C0172,P069,2024-05-14 14:21:56,1,100.81
T00828,C0068,P069,2024-06-04 21:07:05,4,100.81
T00852,C0125,P069,2024-08-24 09:50:55,3,100.81
T00009,C0086,P095,2024-04-06 03:41:22,4,227.26
T00155,C0002,P095,2024-07-12 10:18:13,2,227.26
T00644,C0008,P095,2024-06-13 09:13:19,1,227.26
T00685,C0017,P095,2024-05-11 17:59:31,2,227.26
T00800,C0122,P095,2024-08-25 16:04:54,3,227.26
T00961,C0109,P095,2024-11-02 01:55:05,3,227.26
T00965,C0071,P095,2024-08-23 15:53:27,4,227.26
T00011,C0162,P062,2024-04-03 03:46:50,1,374.16
T00041,C0141,P062,2024-02-13 23:56:36,4,374.16
T00146,C0155,P062,2024-07-24 07:11:44,2,374.16
T00190,C0156,P062,2024-09-25 19:36:27,2,374.16
T00221,C0188,P062,2024-02-28 14:14:44,4,374.16
T00230,C0064,P062,2024-12-06 16:22:54,1,374.16
T00364,C0183,P062,2024-06-16 08:22:06,2,374.16
T00533,C0191,P062,2024-07-12 10:33:55,4,374.16
T00570,C0147,P062,2024-12-25 00:52:54,1,374.16
T00640,C0087,P062,2024-09-13 23:20:18,3,374.16
T00649,C0028,P062,2024-01-23 07:39:44,3,374.16
T00664,C0138,P062,2024-10-02 22:44:16,4,374.16
T00692,C0153,P062,2024-06-30 22:09:50,2,374.16
T00723,C0043,P062,2024-06-12 01:39:05,2,374.16
T00725,C0135,P062,2024-10-03 20:53:23,2,374.16
T00944,C0122,P062,2024-10-08 19:57:08,2,374.16
T00012,C0091,P041,2024-03-29 01:28:17,4,456.28
T00034,C0168,P041,2024-01-09 11:00:50,4,456.28
T00094,C0012,P041,2024-07-14 19:37:54,4,456.28
T00231,C0069,P041,2024-08-27 19:54:49,2,456.28
T00236,C0184,P041,2024-02-25 14:08:11,1,456.28
T00261,C0125,P041,2024-02-20 06:00:07,2,456.28
T00343,C0173,P041,2024-01-02 11:54:22,1,456.28
T00482,C0066,P041,2024-06-04 02:02:24,4,456.28
T00589,C0186,P041,2024-10-23 16:42:32,1,456.28
T00597,C0023,P041,2024-07-01 04:53:47,3,456.28
T00881,C0101,P041,2024-08-19 04:22:17,3,456.28
T00014,C0105,P060,2024-08-05 07:35:43,1,155.65
T00392,C0072,P060,2024-11-02 20:33:22,4,155.65
T00405,C0093,P060,2024-08-02 21:41:32,2,155.65
T00452,C0009,P060,2024-03-16 17:26:03,1,155.65
T00642,C0162,P060,2024-08-06 20:12:35,4,155.65
T00768,C0083,P060,2024-12-17 13:01:28,1,155.65
T00015,C0001,P054,2024-01-19 03:12:55,2,57.3
T00053,C0039,P054,2024-09-30 14:42:16,3,57.3
T00203,C0124,P054,2024-03-31 16:50:02,4,57.3
T00210,C0165,P054,2024-08-15 15:59:47,2,57.3
T00262,C0143,P054,2024-01-30 22:40:57,1,57.3
T00327,C0165,P054,2024-11-27 10:42:19,2,57.3
T00395,C0038,P054,2024-03-14 08:10:08,3,57.3
T00423,C0019,P054,2024-11-08 10:22:51,3,57.3
T00581,C0083,P054,2024-11-13 04:56:27,2,57.3
T00634,C0073,P054,2024-03-20 02:37:13,4,57.3
T00699,C0156,P054,2024-04-21 22:39:45,3,57.3
T00784,C0047,P054,2024-08-23 09:06:06,3,57.3
T00808,C0190,P054,2024-07-06 00:13:42,4,57.3
T00873,C0086,P054,2024-08-02 11:13:00,4,57.3
T00884,C0171,P054,2024-01-28 18:40:51,3,57.3
T00926,C0181,P054,2024-08-16 02:29:10,3,57.3
T00016,C0072,P070,2024-07-05 23:04:17,2,48.69
T00087,C0108,P070,2024-02-16 19:58:26,1,48.69
T00098,C0090,P070,2024-08-28 02:11:58,3,48.69
T00281,C0126,P070,2024-09-24 16:29:36,1,48.69
T00750,C0056,P070,2024-12-25 21:16:21,4,48.69
T00762,C0106,P070,2024-11-01 09:20:07,4,48.69
T00018,C0166,P010,2024-09-21 22:21:26,3,350.13
T00068,C0088,P010,2024-09-22 23:11:50,3,350.13
T00243,C0069,P010,2024-08-31 00:38:43,2,350.13
T00276,C0113,P010,2024-11-27 17:12:27,3,350.13
T00292,C0086,P010,2024-12-26 02:30:22,2,350.13
T00315,C0125,P010,2024-04-03 21:46:38,3,350.13
T00372,C0192,P010,2024-07-22 10:55:09,1,350.13
T00516,C0074,P010,2024-07-29 06:11:19,1,350.13
T00710,C0162,P010,2024-01-13 09:31:27,1,350.13
T00830,C0048,P010,2024-01-28 09:13:22,2,350.13
T00986,C0122,P010,2024-05-20 10:52:21,2,350.13
T00019,C0006,P040,2024-06-05 01:19:28,2,153.19
T00137,C0142,P040,2024-04-03 12:44:52,4,153.19
T00347,C0139,P040,2024-01-24 21:50:37,2,153.19
T00359,C0048,P040,2024-12-04 20:50:51,4,153.19
T00406,C0171,P040,2024-02-18 00:12:39,2,153.19
T00538,C0119,P040,2024-04-26 17:37:36,2,153.19
T00637,C0184,P040,2024-09-08 08:52:51,3,153.19
T00704,C0186,P040,2024-06-21 07:59:57,4,153.19
T00910,C0071,P040,2024-05-22 03:47:06,1,153.19
T00930,C0193,P040,2024-05-27 09:32:58,2,153.19
T00936,C0148,P040,2024-06-11 20:36:32,4,153.19
T00993,C0027,P040,2024-03-08 09:48:14,2,153.19
T00995,C0191,P040,2024-06-04 06:32:15,4,153.19
T00020,C0153,P007,2024-07-16 22:33:47,4,420.15
T00163,C0101,P007,2024-03-13 22:33:34,4,420.15
T00204,C0161,P007,2024-01-31 01:11:48,2,420.15
T00309,C0103,P007,2024-08-28 05:03:00,2,420.15
T00421,C0047,P007,2024-01-04 07:47:38,1,420.15
T00565,C0156,P007,2024-12-15 00:35:54,2,420.15
T00741,C0079,P007,2024-02-22 15:13:43,2,420.15
T00945,C0193,P007,2024-05-22 21:58:39,3,420.15
T00021,C0145,P038,2024-01-11 09:47:21,2,147.22
T00032,C0109,P038,2024-11-07 01:47:33,4,147.22
T00251,C0004,P038,2024-08-03 06:21:11,3,147.22
T00323,C0082,P038,2024-09-22 07:51:55,4,147.22
T00374,C0181,P038,2024-12-27 17:31:24,2,147.22
T00432,C0065,P038,2024-12-13 21:18:19,3,147.22
T00434,C0025,P038,2024-05-09 03:14:51,4,147.22
T00726,C0111,P038,2024-12-12 18:56:02,1,147.22
T00728,C0160,P038,2024-02-08 22:57:38,1,147.22
T00785,C0159,P038,2024-03-26 00:51:36,1,147.22
T00814,C0093,P038,2024-09-08 16:26:03,1,147.22
T00863,C0008,P038,2024-11-08 20:46:29,1,147.22
T00913,C0117,P038,2024-02-08 17:57:52,1,147.22
T00022,C0061,P085,2024-08-19 08:16:57,3,416.35
T00052,C0090,P085,2024-02-25 18:56:28,3,416.35
T00330,C0028,P085,2024-05-15 10:49:01,3,416.35
T00401,C0189,P085,2024-11-11 16:53:21,3,416.35
T00435,C0037,P085,2024-05-16 16:00:40,4,416.35
T00475,C0145,P085,2024-09-28 22:39:52,2,416.35
T00504,C0021,P085,2024-04-05 03:20:25,1,416.35
T00829,C0099,P085,2024-12-23 18:22:03,4,416.35
T00023,C0012,P061,2024-06-18 10:55:39,4,156.96
T00128,C0167,P061,2024-10-01 14:05:25,3,156.96
T00361,C0052,P061,2024-09-01 11:18:51,4,156.96
T00403,C0114,P061,2024-02-21 15:52:59,4,156.96
T00422,C0163,P061,2024-05-11 07:45:26,3,156.96
T00458,C0102,P061,2024-06-25 22:40:29,1,156.96
T00476,C0119,P061,2024-02-07 04:03:23,1,156.96
T00553,C0038,P061,2024-12-12 18:55:55,1,156.96
T00655,C0182,P061,2024-04-28 02:14:05,4,156.96
T00696,C0065,P061,2024-03-05 18:21:47,3,156.96
T00731,C0200,P061,2024-07-15 20:36:28,4,156.96
T00791,C0052,P061,2024-01-09 13:32:17,2,156.96
T00795,C0178,P061,2024-12-21 00:45:52,1,156.96
T00834,C0090,P061,2024-05-16 01:56:32,3,156.96
T00840,C0018,P061,2024-03-28 17:43:38,3,156.96
T00869,C0081,P061,2023-12-30 15:29:12,2,156.96
T00024,C0006,P084,2024-06-13 10:35:07,3,337.91
T00100,C0197,P084,2024-05-08 15:48:20,3,337.91
T00202,C0100,P084,2024-01-31 14:10:21,1,337.91
T00235,C0116,P084,2024-01-31 11:17:38,2,337.91
T00265,C0122,P084,2024-03-19 00:50:12,1,337.91
T00346,C0149,P084,2024-04-09 16:45:10,4,337.91
T00444,C0127,P084,2024-02-08 03:30:38,1,337.91
T00752,C0178,P084,2024-04-25 22:21:27,4,337.91
T00753,C0075,P084,2024-12-06 01:59:41,4,337.91
T00862,C0106,P084,2024-05-06 07:02:05,2,337.91
T00940,C0059,P084,2024-09-14 15:29:16,4,337.91
T00958,C0026,P084,2024-10-07 21:52:59,3,337.91
T00990,C0195,P084,2024-08-18 21:30:57,2,337.91
T00025,C0027,P003,2024-10-11 21:32:34,4,44.12
T00102,C0153,P003,2024-07-20 16:04:49,2,44.12
T00242,C0178,P003,2024-10-08 06:27:20,1,44.12
T00381,C0109,P003,2024-08-16 19:39:33,4,44.12
T00430,C0135,P003,2024-05-16 03:37:41,2,44.12
T00574,C0172,P003,2024-07-23 20:01:12,1,44.12
T00600,C0101,P003,2024-01-02 11:26:51,3,44.12
T00633,C0137,P003,2024-03-20 23:29:34,3,44.12
T00686,C0012,P003,2024-05-12 12:53:40,4,44.12
T00826,C0169,P003,2024-07-20 11:22:47,2,44.12
T00914,C0094,P003,2024-03-10 12:10:40,2,44.12
T00991,C0111,P003,2024-01-26 22:34:43,3,44.12
T00026,C0136,P051,2024-02-01 08:58:02,3,65.16
T00044,C0046,P051,2024-03-09 09:06:10,3,65.16
T00079,C0147,P051,2024-05-09 16:33:17,1,65.16
T00169,C0152,P051,2024-06-09 15:20:30,1,65.16
T00297,C0131,P051,2024-01-18 01:32:18,3,65.16
T00386,C0116,P051,2024-09-03 03:40:56,4,65.16
T00590,C0157,P051,2024-05-04 20:38:52,2,65.16
T00607,C0175,P051,2024-10-04 01:18:02,4,65.16
T00856,C0043,P051,2024-09-19 14:24:09,2,65.16
T00957,C0076,P051,2024-02-21 04:21:27,3,65.16
T00027,C0124,P086,2024-03-30 21:17:42,2,440.7
T00069,C0021,P086,2024-01-13 00:48:20,4,440.7
T00193,C0041,P086,2024-06-10 11:46:13,4,440.7
T00420,C0057,P086,2024-07-31 21:34:31,4,440.7
T00493,C0126,P086,2024-11-28 19:01:58,4,440.7
T00587,C0165,P086,2024-08-09 08:58:30,4,440.7
T00691,C0171,P086,2024-01-13 11:31:31,3,440.7
T00813,C0006,P086,2024-10-07 04:07:35,3,440.7
T00896,C0093,P086,2024-03-26 18:01:53,1,440.7
T00028,C0106,P047,2024-11-27 05:40:32,2,159.33
T00047,C0136,P047,2024-04-23 17:09:27,4,159.33
T00107,C0175,P047,2024-09-25 20:31:49,3,159.33
T00197,C0075,P047,2024-02-21 11:11:20,4,159.33
T00352,C0046,P047,2024-09-09 04:31:40,2,159.33
T00443,C0128,P047,2024-05-26 08:08:36,2,159.33
T00524,C0014,P047,2024-01-17 18:31:55,2,159.33
T00531,C0022,P047,2024-07-10 07:04:02,1,159.33
T00539,C0159,P047,2024-12-13 17:21:14,4,159.33
T00897,C0195,P047,2024-04-30 14:23:08,3,159.33
T00029,C0193,P068,2024-02-12 03:10:36,3,447.23
T00071,C0059,P068,2024-10-24 00:10:41,1,447.23
T00118,C0082,P068,2024-11-30 07:11:48,3,447.23
T00156,C0081,P068,2024-11-08 18:02:09,1,447.23
T00199,C0160,P068,2024-01-07 09:51:12,1,447.23
T00287,C0165,P068,2024-12-26 06:46:12,4,447.23
T00308,C0139,P068,2024-09-29 13:03:14,2,447.23
T00425,C0008,P068,2024-08-01 14:20:03,1,447.23
T00447,C0035,P068,2024-09-30 17:00:33,3,447.23
T00450,C0104,P068,2024-08-23 02:14:14,1,447.23
T00833,C0187,P068,2024-01-09 11:36:08,3,447.23
T00030,C0185,P092,2024-08-20 05:30:54,3,389.2
T00340,C0098,P092,2024-07-02 05:35:21,2,389.2
T00410,C0042,P092,2024-10-30 12:42:57,4,389.2
T00426,C0026,P092,2024-03-20 10:30:55,1,389.2
T00439,C0141,P092,2024-07-01 14:11:51,4,389.2
T00618,C0103,P092,2024-03-04 04:39:40,1,389.2
T00652,C0149,P092,2024-04-27 01:00:06,4,389.2
T00676,C0081,P092,2024-09-04 02:55:21,4,389.2
T00678,C0142,P092,2024-12-24 20:00:42,3,389.2
T00031,C0093,P076,2024-08-31 18:20:26,3,429.29
T00106,C0158,P076,2024-09-12 09:25:47,4,429.29
T00149,C0093,P076,2024-07-13 13:50:21,4,429.29
T00240,C0113,P076,2024-01-24 02:35:57,1,429.29
T00487,C0159,P076,2024-07-21 04:34:35,3,429.29
T00614,C0042,P076,2024-04-28 14:38:55,1,429.29
T00694,C0188,P076,2024-06-30 08:52:10,4,429.29
T00709,C0175,P076,2024-09-30 05:29:31,1,429.29
T00754,C0143,P076,2024-01-30 13:30:24,3,429.29
T00894,C0155,P076,2024-09-12 09:37:09,2,429.29
T00033,C0099,P036,2024-12-17 22:52:47,2,372.55
T00080,C0139,P036,2024-04-09 07:47:04,1,372.55
T00312,C0092,P036,2024-01-27 16:35:59,1,372.55
T00316,C0141,P036,2024-12-03 18:01:55,2,372.55
T00376,C0092,P036,2024-10-21 04:58:32,4,372.55
T00407,C0067,P036,2024-10-17 02:10:15,1,372.55
T00469,C0083,P036,2024-04-14 12:03:56,1,372.55
T00517,C0010,P036,2024-11-16 18:14:23,3,372.55
T00616,C0101,P036,2024-12-07 12:23:24,2,372.55
T00659,C0013,P036,2024-11-03 05:30:39,3,372.55
T00690,C0029,P036,2024-12-26 01:49:16,3,372.55
T00925,C0093,P036,2024-04-04 03:50:45,1,372.55
T00036,C0035,P013,2024-01-17 12:40:30,1,114.2
T00097,C0045,P013,2024-06-08 14:47:32,4,114.2
T00144,C0084,P013,2024-01-24 09:21:15,1,114.2
T00201,C0118,P013,2024-11-14 13:58:43,1,114.2
T00498,C0039,P013,2024-10-27 05:26:27,1,114.2
T00544,C0075,P013,2024-06-13 07:28:26,3,114.2
T00560,C0069,P013,2024-05-09 09:15:59,3,114.2
T00697,C0084,P013,2024-10-16 06:10:29,3,114.2
T00738,C0157,P013,2024-03-19 16:14:11,3,114.2
T00803,C0197,P013,2024-01-13 04:52:09,4,114.2
T00919,C0091,P013,2024-03-10 12:56:52,3,114.2
T00038,C0084,P058,2024-09-05 08:46:22,2,157.62
T00124,C0076,P058,2024-02-07 01:32:26,3,157.62
T00227,C0049,P058,2024-04-25 18:50:36,2,157.62
T00365,C0102,P058,2024-04-09 18:48:11,4,157.62
T00404,C0022,P058,2024-09-17 15:12:23,2,157.62
T00416,C0152,P058,2024-01-13 10:46:55,1,157.62
T00471,C0102,P058,2024-01-12 17:34:27,4,157.62
T00566,C0139,P058,2024-07-30 11:43:57,2,157.62
T00662,C0118,P058,2024-11-08 12:43:10,1,157.62
T00667,C0047,P058,2024-04-26 14:16:50,2,157.62
T00681,C0153,P058,2024-09-05 07:22:52,4,157.62
T00824,C0156,P058,2024-05-20 12:30:20,1,157.62
T00981,C0112,P058,2024-07-10 02:32:56,4,157.62
T00039,C0056,P050,2024-10-16 01:04:33,2,437.65
T00191,C0172,P050,2024-11-21 12:52:03,1,437.65
T00328,C0085,P050,2024-09-04 11:39:30,3,437.65
T00345,C0140,P050,2024-08-07 09:24:39,4,437.65
T00362,C0096,P050,2024-01-31 07:07:22,2,437.65
T00542,C0098,P050,2024-04-17 00:48:43,1,437.65
T00718,C0007,P050,2024-02-20 09:22:52,1,437.65
T00770,C0181,P050,2024-09-16 21:24:16,2,437.65
T00859,C0162,P050,2024-01-11 14:19:36,3,437.65
T00902,C0009,P050,2024-10-12 04:57:16,1,437.65
T00904,C0155,P050,2024-01-17 03:47:03,1,437.65
T00979,C0112,P050,2024-05-08 03:42:39,3,437.65
T00984,C0156,P050,2024-05-04 11:33:18,4,437.65
T00040,C0177,P030,2024-06-27 19:13:16,4,277.86
T00268,C0170,P030,2024-05-20 10:53:24,1,277.86
T00303,C0085,P030,2024-10-11 20:08:31,1,277.86
T00491,C0136,P030,2024-06-07 08:52:46,4,277.86
T00511,C0081,P030,2024-05-26 05:56:36,3,277.86
T00604,C0011,P030,2024-08-10 15:04:27,1,277.86
T00647,C0018,P030,2024-08-03 19:15:23,4,277.86
T00810,C0046,P030,2024-01-06 13:22:36,1,277.86
T00938,C0087,P030,2024-02-21 18:51:05,3,277.86
T00042,C0189,P025,2024-12-21 02:16:46,2,284.62
T00074,C0041,P025,2024-03-10 02:20:47,3,284.62
T00304,C0174,P025,2024-12-12 13:59:40,1,284.62
T00331,C0005,P025,2024-05-05 13:03:41,3,284.62
T00456,C0004,P025,2024-12-12 03:38:36,2,284.62
T00462,C0003,P025,2024-06-03 19:17:36,3,284.62
T00573,C0162,P025,2024-11-17 04:21:44,3,284.62
T00580,C0141,P025,2024-04-09 07:28:17,1,284.62
T00658,C0021,P025,2024-01-16 11:22:42,1,284.62
T00832,C0064,P025,2024-05-07 01:08:19,3,284.62
T00842,C0055,P025,2024-01-24 06:58:00,4,284.62
T00864,C0096,P025,2024-08-22 05:45:56,4,284.62
T00043,C0049,P027,2024-03-02 16:59:31,4,229.06
T00141,C0039,P027,2024-07-08 19:55:52,3,229.06
T00178,C0173,P027,2024-01-05 13:14:07,2,229.06
T00275,C0018,P027,2024-02-17 18:50:52,4,229.06
T00326,C0019,P027,2024-06-14 11:41:17,3,229.06
T00337,C0064,P027,2024-01-07 16:11:55,4,229.06
T00453,C0034,P027,2024-07-10 19:53:08,4,229.06
T00739,C0098,P027,2024-04-26 07:31:56,2,229.06
T00787,C0026,P027,2024-06-04 00:03:44,4,229.06
T00871,C0084,P027,2024-03-12 11:15:01,4,229.06
T00951,C0197,P027,2024-12-27 18:20:31,2,229.06
T00045,C0113,P078,2024-07-09 02:53:14,4,41.18
T00123,C0113,P078,2024-07-25 17:05:14,2,41.18
T00164,C0062,P078,2024-07-10 08:49:17,3,41.18
T00186,C0098,P078,2024-04-02 07:44:01,1,41.18
T00431,C0067,P078,2024-08-15 00:55:59,3,41.18
T00515,C0190,P078,2024-12-14 00:46:19,1,41.18
T00522,C0160,P078,2024-03-03 09:40:08,4,41.18
T00592,C0060,P078,2024-09-03 07:19:28,2,41.18
T00635,C0166,P078,2024-07-25 02:34:05,4,41.18
T00816,C0172,P078,2024-09-25 06:56:25,2,41.18
T00048,C0043,P100,2024-04-23 22:46:40,2,126.34
T00115,C0161,P100,2024-03-10 02:22:50,1,126.34
T00283,C0109,P100,2024-07-16 14:50:07,4,126.34
T00301,C0109,P100,2024-07-13 08:15:45,2,126.34
T00740,C0156,P100,2024-08-24 19:10:31,4,126.34
T00820,C0077,P100,2024-03-11 10:55:51,2,126.34
T00049,C0148,P039,2024-06-23 14:05:49,3,430.59
T00086,C0168,P039,2024-07-14 14:57:44,3,430.59
T00090,C0072,P039,2024-03-10 16:04:33,4,430.59
T00198,C0048,P039,2024-09-17 07:53:30,1,430.59
T00256,C0192,P039,2024-07-30 12:47:07,3,430.59
T00348,C0005,P039,2024-03-15 04:08:59,2,430.59
T00391,C0096,P039,2024-08-02 09:54:08,4,430.59
T00472,C0016,P039,2024-07-02 06:30:26,1,430.59
T00480,C0102,P039,2024-08-02 03:34:50,3,430.59
T00523,C0114,P039,2024-03-15 12:05:37,3,430.59
T00555,C0088,P039,2024-12-15 04:43:29,1,430.59
T00665,C0053,P039,2024-11-01 12:16:45,4,430.59
T00050,C0124,P016,2024-10-07 07:58:38,1,330.05
T00056,C0192,P016,2024-02-07 14:37:55,1,330.05
T00167,C0153,P016,2024-07-05 11:53:41,3,330.05
T00368,C0190,P016,2024-05-16 09:05:38,4,330.05
T00579,C0051,P016,2024-12-16 17:36:31,1,330.05
T00683,C0111,P016,2024-01-27 21:34:25,4,330.05
T00700,C0016,P016,2024-08-15 10:18:31,1,330.05
T00802,C0046,P016,2024-09-25 01:45:49,3,330.05
T00942,C0105,P016,2024-06-19 06:55:10,4,330.05
T00051,C0097,P022,2024-03-23 05:58:54,1,137.54
T00160,C0065,P022,2024-07-29 06:59:14,3,137.54
T00252,C0154,P022,2024-06-12 22:59:30,1,137.54
T00271,C0035,P022,2024-04-29 19:45:24,3,137.54
T00296,C0179,P022,2024-07-23 09:15:48,3,137.54
T00300,C0160,P022,2024-08-16 08:44:30,4,137.54
T00414,C0194,P022,2024-03-31 03:46:52,3,137.54
T00481,C0188,P022,2024-08-30 20:51:44,3,137.54
T00509,C0025,P022,2024-08-13 22:51:21,1,137.54
T00612,C0140,P022,2024-10-15 18:21:07,1,137.54
T00742,C0124,P022,2024-03-23 05:53:50,2,137.54
T00761,C0199,P022,2024-10-01 05:57:09,4,137.54
T00886,C0104,P022,2024-10-28 14:36:09,3,137.54
T00895,C0121,P022,2024-05-03 18:35:03,3,137.54
T00932,C0001,P022,2024-09-17 09:01:18,3,137.54
T00054,C0085,P021,2024-02-05 07:45:31,3,335.84
T00075,C0039,P021,2024-10-27 13:50:07,3,335.84
T00299,C0098,P021,2024-08-27 22:57:39,1,335.84
T00440,C0136,P021,2024-07-24 00:20:52,3,335.84
T00457,C0158,P021,2024-07-18 20:01:21,1,335.84
T00687,C0182,P021,2024-03-31 22:56:31,4,335.84
T00737,C0157,P021,2024-05-19 06:37:56,1,335.84
T00763,C0185,P021,2024-04-14 23:09:04,3,335.84
T00807,C0086,P021,2024-10-23 17:24:22,1,335.84
T00857,C0080,P021,2024-03-12 15:48:24,3,335.84
T00877,C0137,P021,2024-01-31 15:36:46,2,335.84
T00055,C0177,P072,2024-06-12 20:54:36,2,399.34
T00162,C0045,P072,2024-08-26 13:10:31,3,399.34
T00172,C0021,P072,2024-07-14 06:50:22,2,399.34
T00529,C0152,P072,2024-10-21 06:20:03,3,399.34
T00929,C0068,P072,2024-12-24 23:45:11,3,399.34
T00994,C0040,P072,2024-01-06 21:49:35,2,399.34
T00057,C0062,P059,2024-07-03 07:10:58,3,303.2
T00062,C0009,P059,2024-10-12 06:41:00,1,303.2
T00131,C0029,P059,2024-06-13 02:56:04,1,303.2
T00188,C0195,P059,2024-05-21 03:08:56,3,303.2
